Title: Primitive mantle composition from McDonough & Sun (1995),

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
33413.80 1630.97 99.941727 0.0153371811804875 0.018620 252.090661 -1187912.843326 30.428551 -22.064641 1460.546024 125.901273 -6.696 0.000 2.705433 3.295458 -0.456 0.371589 0.000
33119.70 1630.67 99.941882 0.0154631579362359 0.018772 252.121653 -1188760.172542 30.436938 -22.107578 1460.988432 125.928512 -6.699 0.000 2.704769 3.294645 -0.442 0.366426 0.000
32825.60 1630.37 99.942041 0.0155943247770302 0.018930 252.152953 -1189607.330599 30.445416 -22.151285 1461.445825 125.955998 -6.702 0.000 2.704161 3.293826 -0.428 0.36125 0.000
32531.60 1630.06 99.942204 0.0157298146206856 0.019094 252.183722 -1190455.378035 30.453963 -22.195706 1461.913298 125.983608 -6.704 0.000 2.703587 3.293001 -0.414 0.356085 0.000
32237.60 1629.76 99.942371 0.0158719109431924 0.019264 252.215651 -1191301.879766 30.462627 -22.241030 1462.402052 126.011611 -6.707 0.000 2.703094 3.292167 -0.399 0.350883 0.000
31943.60 1629.45 99.942543 0.0160187985053186 0.019440 252.247093 -1192149.518317 30.471372 -22.287152 1462.902194 126.039770 -6.710 0.000 2.702635 3.291328 -0.383 0.34569 0.000
31649.60 1629.15 99.942719 0.0161727808021575 0.019624 252.279725 -1192995.578509 30.480241 -22.334250 1463.424901 126.068350 -6.713 0.000 2.702258 3.290478 -0.368 0.340459 0.000
31355.60 1628.85 99.942900 0.0163330825805853 0.019815 252.312729 -1193841.392908 30.489220 -22.382295 1463.965581 126.097239 -6.716 0.000 2.701939 3.289620 -0.352 0.335214 0.000
31061.70 1628.54 99.943086 0.0164988167321586 0.020012 252.345268 -1194688.023914 30.498290 -22.431232 1464.519303 126.126314 -6.718 0.000 2.701654 3.288756 -0.335 0.329978 0.000
30767.80 1628.24 99.943278 0.0166724774134669 0.020219 252.379045 -1195533.020652 30.507500 -22.481276 1465.097788 126.155855 -6.721 0.000 2.701452 3.287880 -0.319 0.324705 0.000
30473.90 1627.93 99.943475 0.0168521766278403 0.020432 252.412408 -1196379.072210 30.516815 -22.532315 1465.691014 126.185625 -6.724 0.000 2.701286 3.286997 -0.301 0.319439 0.000
30180.00 1627.63 99.943678 0.0170404410493995 0.020654 252.447046 -1197223.446534 30.526281 -22.584560 1466.310707 126.215898 -6.727 0.000 2.701201 3.286101 -0.284 0.314135 0.000
29886.10 1627.33 99.943888 0.0172365030303894 0.020885 252.482146 -1198067.476421 30.535884 -22.637982 1466.952339 126.246567 -6.730 0.000 2.701177 3.285195 -0.266 0.308817 0.000
29592.20 1627.02 99.944103 0.0174395431765897 0.021125 252.516887 -1198912.498728 30.545611 -22.692552 1467.611290 126.277518 -6.732 0.000 2.701188 3.284280 -0.248 0.303506 0.000
29298.40 1626.72 99.944326 0.0176521694521061 0.021375 252.552950 -1199755.496135 30.555506 -22.748478 1468.299397 126.309026 -6.735 0.000 2.701282 3.283352 -0.230 0.29816 0.000
29004.50 1626.41 99.944556 0.0178725831977234 0.021633 252.588719 -1200599.710473 30.565543 -22.805689 1469.007138 126.340874 -6.738 0.000 2.701414 3.282413 -0.211 0.292819 0.000
28710.70 1626.11 99.944794 0.0181034315120807 0.021904 252.625861 -1201441.842290 30.575765 -22.864388 1469.746363 126.373329 -6.741 0.000 2.701628 3.281459 -0.192 0.287444 0.000
28416.90 1625.81 99.945040 0.0183440573446730 0.022185 252.663582 -1202283.496136 30.586164 -22.924579 1470.513004 126.406299 -6.744 0.000 2.701903 3.280491 -0.172 0.282055 0.000
28123.10 1625.50 99.945294 0.0185936556062233 0.022477 252.701067 -1203126.008160 30.596727 -22.986240 1471.302606 126.439674 -6.747 0.000 2.702216 3.279511 -0.152 0.276674 0.000
27829.40 1625.20 99.945558 0.0188551691478361 0.022781 252.740015 -1203966.336436 30.607506 -23.049621 1472.127839 126.473749 -6.749 0.000 2.702612 3.278514 -0.132 0.271261 0.000
27535.60 1624.90 99.945832 0.0191280880055911 0.023099 252.779659 -1204806.354853 30.618496 -23.114760 1472.985197 126.508448 -6.752 0.000 2.703071 3.277499 -0.112 0.265833 0.000
27241.90 1624.59 99.946116 0.0194114157528762 0.023428 252.819140 -1205646.854033 30.629681 -23.181598 1473.869704 126.543638 -6.755 0.000 2.703567 3.276470 -0.091 0.260416 0.000
26948.20 1624.29 99.946412 0.0197085744706292 0.023773 252.860219 -1206485.316622 30.641123 -23.250465 1474.795420 126.579658 -6.758 0.000 2.704149 3.275420 -0.069 0.254967 0.000
26654.50 1623.99 99.946719 0.0200188935788707 0.024133 252.902090 -1207323.068736 30.652814 -23.321366 1475.758429 126.616410 -6.761 0.000 2.704794 3.274350 -0.048 0.249507 0.000
26360.80 1623.68 99.947040 0.0203416262098479 0.024506 252.943942 -1208161.441426 30.664747 -23.394301 1476.754745 126.653794 -6.763 0.000 2.705479 3.273261 -0.026 0.244058 0.000
26067.20 1623.38 99.947374 0.0206802870433511 0.024897 252.987510 -1208997.350876 30.676981 -23.469594 1477.798550 126.692142 -6.766 0.000 2.706250 3.272147 -0.004 0.238583 0.000
25773.50 1623.08 99.947724 0.0210345325196574 0.025305 253.032044 -1209832.658355 30.689522 -23.547322 1478.887178 126.731394 -6.769 0.000 2.707086 3.271008 0.019 0.233098 0.000
25479.90 1622.77 99.948090 0.0214034013765316 0.025730 253.076692 -1210668.148289 30.702358 -23.627449 1480.016226 126.771430 -6.772 0.000 2.707964 3.269845 0.042 0.227628 0.000
25186.30 1622.47 99.948474 0.0217910789228412 0.026176 253.123263 -1211501.247476 30.715565 -23.710408 1481.201898 126.812638 -6.775 0.000 2.708931 3.268652 0.065 0.222133 0.000
24892.70 1622.17 99.948877 0.0221970566830499 0.026642 253.170970 -1212333.265993 30.729145 -23.796248 1482.441337 126.854943 -6.777 0.000 2.709965 3.267428 0.088 0.216635 0.000
24599.10 1621.86 99.949300 0.0226207331718257 0.027127 253.219024 -1213165.518169 30.743103 -23.885016 1483.731723 126.898270 -6.780 0.000 2.711044 3.266172 0.112 0.211154 0.000
24305.60 1621.56 99.949747 0.0230664881768678 0.027637 253.269217 -1213994.852839 30.757515 -23.977157 1485.089897 126.943011 -6.783 0.000 2.712215 3.264878 0.136 0.205655 0.000
24012.00 1621.25 99.950219 0.0235324804246645 0.028169 253.319962 -1214824.504173 30.772378 -24.072676 1486.508273 126.988984 -6.786 0.000 2.713434 3.263546 0.161 0.200174 0.000
23718.50 1620.95 99.950719 0.0240233069295982 0.028728 253.373055 -1215651.019869 30.787775 -24.172043 1488.004554 127.036596 -6.789 0.000 2.714747 3.262168 0.185 0.19468 0.000
23425.00 1620.65 99.951250 0.0245388887811696 0.029315 253.427774 -1216475.944270 30.803732 -24.275417 1489.578492 127.085834 -6.792 0.000 2.716134 3.260742 0.210 0.189192 0.000
23131.50 1620.34 99.951815 0.0250788617564098 0.029928 253.483373 -1217300.554447 30.820275 -24.382927 1491.229621 127.136670 -6.794 0.000 2.717574 3.259266 0.235 0.18373 0.000
22838.00 1620.04 99.952419 0.0256488978922789 0.030574 253.541766 -1218121.866339 30.837521 -24.495235 1492.979770 127.189617 -6.797 0.000 2.719113 3.257728 0.260 0.17826 0.000
22544.60 1619.74 99.953065 0.0262487424319293 0.031253 253.602220 -1218940.851474 30.855508 -24.612505 1494.829877 127.244675 -6.800 0.000 2.720731 3.256124 0.286 0.172807 0.000
22251.10 1619.44 99.953760 0.0268809034394505 0.031966 253.664998 -1219757.839069 30.874332 -24.735231 1496.791376 127.302104 -6.803 0.000 2.722432 3.254445 0.311 0.167368 0.000
21957.70 1619.13 99.954510 0.0275448286139130 0.032714 253.729374 -1220573.509517 30.894045 -24.863588 1498.866614 127.361925 -6.806 0.000 2.724195 3.252686 0.337 0.161969 0.000
21664.30 1618.83 99.955323 0.0282476409261157 0.033503 253.797439 -1221384.998422 30.914832 -24.998534 1501.085217 127.424827 -6.808 0.000 2.726067 3.250829 0.362 0.156577 0.000
21370.90 1618.53 99.956210 0.0289896952891293 0.034334 253.868619 -1222193.432601 30.936800 -25.140472 1503.455542 127.490972 -6.811 0.000 2.728031 3.248863 0.388 0.151215 0.000
21077.50 1618.22 99.957180 0.0297711480593348 0.035207 253.942383 -1222999.912525 30.960083 -25.289850 1505.988201 127.560566 -6.814 0.000 2.730067 3.246774 0.414 0.145903 0.000
20784.20 1617.92 99.958250 0.0305996596708631 0.036130 254.020962 -1223800.858616 30.984941 -25.447851 1508.721439 127.634474 -6.817 0.000 2.732224 3.244537 0.440 0.140618 0.000
20490.80 1617.62 99.959439 0.0314764306414001 0.037103 254.104075 -1224597.736107 31.011612 -25.615282 1511.676880 127.713146 -6.820 0.000 2.734487 3.242126 0.466 0.135378 0.000
20197.50 1617.31 99.960768 0.0324010310986306 0.038125 254.191398 -1225390.908660 31.040354 -25.792835 1514.877340 127.797029 -6.823 0.000 2.736837 3.239514 0.491 0.13021 0.000
19904.20 1617.01 99.962271 0.0333827622634579 0.039206 254.285664 -1226176.943019 31.071652 -25.982388 1518.384653 127.887503 -6.825 0.000 2.739328 3.236651 0.517 0.125092 0.000
19610.90 1616.71 99.963985 0.0344219536769508 0.040344 254.387033 -1226956.387389 31.105988 -26.185252 1522.244394 127.985501 -6.828 0.000 2.741947 3.233488 0.542 0.12005 0.000
19317.60 1616.40 99.964901 0.0354920504747734 0.041542 254.464793 -1227760.281491 31.129506 -26.365777 1524.962648 128.061883 -6.831 0.000 2.743584 3.231529 0.569 0.11496 0.000
19024.40 1616.10 99.965014 0.0366070665306549 0.042817 254.521530 -1228583.557837 31.142454 -26.526004 1526.594880 128.117514 -6.834 0.000 2.744404 3.230751 0.597 0.109823 0.000
18731.20 1615.80 99.965121 0.0377903876614262 0.044168 254.580143 -1229404.097135 31.155787 -26.694717 1528.319563 128.175316 -6.837 0.000 2.745254 3.229966 0.625 0.104775 0.000
18437.90 1615.50 99.965221 0.0390483413269368 0.045604 254.640816 -1230221.919507 31.169541 -26.872699 1530.144765 128.235499 -6.840 0.000 2.746136 3.229173 0.653 0.0998162 0.000
18144.70 1615.19 99.965315 0.0403824488531037 0.047125 254.702721 -1231037.736657 31.183710 -27.060273 1532.067939 128.297990 -6.843 0.000 2.747029 3.228374 0.682 0.094966 0.000
17851.60 1614.89 99.965401 0.0418077493965837 0.048749 254.767911 -1231848.245210 31.198394 -27.258988 1534.116212 128.363491 -6.845 0.000 2.747972 3.227564 0.710 0.0902001 0.000
17558.40 1614.59 99.965479 0.0433295345832857 0.050481 254.835729 -1232655.131804 31.213616 -27.469650 1536.292194 128.432082 -6.848 0.000 2.748946 3.226744 0.739 0.0855306 0.000
17265.20 1614.28 99.965548 0.0449516337924034 0.052325 254.905421 -1233459.301538 31.229386 -27.692888 1538.596198 128.503769 -6.851 0.000 2.749930 3.225915 0.767 0.0809733 0.000
16972.10 1613.98 99.965608 0.0466927274179160 0.054303 254.979121 -1234257.009922 31.245819 -27.930658 1541.059612 128.579371 -6.854 0.000 2.750963 3.225073 0.796 0.0765082 0.000
16679.00 1613.68 99.965657 0.0485603522351638 0.056422 255.056207 -1235049.574421 31.262949 -28.184050 1543.687497 128.659028 -6.857 0.000 2.752025 3.224218 0.825 0.0721483 0.000
16385.90 1613.38 99.965694 0.0505674018306396 0.058697 255.137011 -1235836.464824 31.280846 -28.454647 1546.495555 128.743160 -6.859 0.000 2.753113 3.223349 0.853 0.067896 0.000
16092.80 1613.07 99.965719 0.0527225158586499 0.061138 255.220916 -1236618.681395 31.299547 -28.743703 1549.489838 128.831932 -6.862 0.000 2.754207 3.222468 0.882 0.0637643 0.000
15799.70 1612.77 99.965730 0.0550537119576341 0.063775 255.310318 -1237392.367091 31.319222 -29.054280 1552.713045 128.926480 -6.865 0.000 2.755343 3.221567 0.910 0.0597348 0.000
15506.70 1612.47 99.965725 0.0575731979073492 0.066622 255.404672 -1238158.093469 31.339923 -29.388064 1556.175144 129.027077 -6.868 0.000 2.756496 3.220647 0.939 0.0558223 0.000
15213.70 1612.16 99.965704 0.0602959277090872 0.069695 255.503535 -1238916.895603 31.361730 -29.747135 1559.889581 129.134096 -6.871 0.000 2.757646 3.219709 0.967 0.0520373 0.000
14920.70 1611.86 99.965665 0.0632601201369737 0.073036 255.609569 -1239664.490310 31.384863 -30.135775 1563.910928 129.249009 -6.874 0.000 2.758824 3.218746 0.996 0.048364 0.000
14627.70 1611.56 99.965605 0.0664868039579099 0.076668 255.722465 -1240401.383986 31.409429 -30.556818 1568.259264 129.372374 -6.877 0.000 2.760005 3.217757 1.024 0.0448151 0.000
14334.70 1611.26 99.965523 0.0700077182071282 0.080627 255.843028 -1241126.288230 31.435605 -31.014222 1572.971659 129.505215 -6.879 0.000 2.761179 3.216740 1.052 0.0413937 0.000
14041.70 1610.95 99.965416 0.0738495266716195 0.084941 255.971083 -1241839.501357 31.463532 -31.511622 1578.074002 129.648260 -6.882 0.000 2.762320 3.215693 1.080 0.0381107 0.000
13748.80 1610.65 99.965282 0.0780705162941174 0.089673 256.109785 -1242535.632976 31.493541 -32.055783 1583.642902 129.803622 -6.885 0.000 2.763449 3.214609 1.108 0.0349554 0.000
13455.90 1610.35 99.965117 0.0827102869652703 0.094868 256.259303 -1243214.746956 31.525851 -32.652026 1589.718293 129.972446 -6.888 0.000 2.764535 3.213484 1.135 0.031938 0.000
13162.90 1610.05 99.964919 0.0878243151002305 0.100585 256.421052 -1243874.898029 31.560780 -33.307457 1596.362401 130.156504 -6.891 0.000 2.765558 3.212315 1.163 0.0290615 0.000
12870.10 1609.74 99.964685 0.0934536712301769 0.106868 256.595142 -1244515.002901 31.598559 -34.027837 1603.612971 130.356927 -6.894 0.000 2.766478 3.211100 1.191 0.0263389 0.000
12577.20 1609.44 99.964410 0.0996967629644032 0.113825 256.785822 -1245129.186945 31.639760 -34.825207 1611.588952 130.577117 -6.897 0.000 2.767304 3.209825 1.218 0.023759 0.000
12284.30 1609.14 99.964091 0.1066126664985556 0.121518 256.993688 -1245716.235220 31.684736 -35.707941 1620.344326 130.818757 -6.899 0.000 2.767985 3.208489 1.246 0.0213336 0.000
11991.50 1608.84 99.963726 0.1142762333219548 0.130027 257.220586 -1246272.933314 31.733943 -36.686351 1629.952172 131.084135 -6.902 0.000 2.768483 3.207087 1.274 0.0190679 0.000
11698.70 1608.53 99.963312 0.1227497405632012 0.139418 257.467212 -1246798.588922 31.787792 -37.770044 1640.461031 131.374956 -6.905 0.000 2.768741 3.205616 1.302 0.0169695 0.000
11405.90 1608.23 99.962848 0.1321430973723917 0.149807 257.738047 -1247286.110918 31.846975 -38.973851 1651.981527 131.694809 -6.908 0.000 2.768737 3.204064 1.330 0.0150334 0.000
11113.10 1607.93 99.962334 0.1424987348111618 0.161238 258.033271 -1247735.420750 31.911849 -40.306163 1664.521749 132.044610 -6.911 0.000 2.768402 3.202434 1.359 0.0132676 0.000
10820.30 1607.63 99.961777 0.1538495420090403 0.173740 258.353703 -1248145.472383 31.982752 -41.774628 1678.072372 132.425009 -6.914 0.000 2.767676 3.200729 1.388 0.0116742 0.000
10527.50 1607.32 99.961185 0.1661609920069176 0.187271 258.697608 -1248519.429925 32.059690 -43.379902 1692.529999 132.834236 -6.917 0.000 2.766495 3.198959 1.417 0.0102563 0.000
10234.80 1607.02 99.960572 0.1794131054275003 0.201805 259.066293 -1248855.306895 32.142770 -45.123832 1707.808821 133.271341 -6.919 0.000 2.764829 3.197134 1.448 0.00900578 0.000
9942.09 1606.72 99.959958 0.1934600371589235 0.217177 259.455361 -1249161.077482 32.231437 -46.994614 1723.657876 133.730843 -6.922 0.000 2.762634 3.195280 1.479 0.00791927 0.000
9649.39 1606.42 99.959367 0.2081192010363582 0.233187 259.860429 -1249444.324288 32.324914 -48.975382 1739.787350 134.206243 -6.925 0.000 2.759898 3.193425 1.511 0.00698684 0.000
9356.70 1606.11 99.958825 0.2231489030644312 0.249573 260.274815 -1249716.397803 32.422061 -51.041727 1755.846085 134.689104 -6.928 0.000 2.756630 3.191608 1.543 0.00619617 0.000
9064.04 1605.81 99.958356 0.2383978666695251 0.266167 260.696883 -1249980.386483 32.522173 -53.177941 1771.607349 135.174502 -6.931 0.000 2.752882 3.189852 1.575 0.00552761 0.000
8771.39 1605.51 99.958056 0.2496765620972641 0.278559 261.008585 -1250427.572895 32.603917 -54.951334 1783.680050 135.513631 -6.934 0.000 2.747951 3.188567 1.608 0.00510138 0.000
8478.75 1605.21 99.957841 0.2581411938767633 0.287991 261.241478 -1251004.991085 32.672816 -56.479358 1793.242499 135.747590 -6.937 0.000 2.742265 3.187614 1.640 0.00481417 0.000
8186.14 1604.91 99.957639 0.2668748999921984 0.297712 261.482268 -1251572.011378 32.744509 -58.081226 1802.756639 135.985971 -6.939 0.000 2.736454 3.186696 1.673 0.00454539 0.000
7893.54 1604.60 99.957457 0.2758721394456910 0.307717 261.730127 -1252130.222337 32.819014 -59.758566 1812.166771 136.228390 -6.942 0.000 2.730524 3.185820 1.706 0.00429447 0.000
7600.96 1604.30 99.957300 0.2851785378720234 0.318050 261.988181 -1252674.797956 32.896661 -61.519300 1821.489595 136.476361 -6.945 0.000 2.724484 3.184987 1.738 0.00405935 0.000
7308.40 1604.00 99.957176 0.2947983109888425 0.328713 262.255868 -1253206.852187 32.977522 -63.366590 1830.681494 136.729810 -6.948 0.000 2.718342 3.184205 1.771 0.00383944 0.000
7015.85 1603.70 99.957090 0.3047594461090160 0.339733 262.534116 -1253725.153549 33.061821 -65.306820 1839.731357 136.989496 -6.951 0.000 2.712106 3.183480 1.803 0.00363363 0.000
6723.33 1603.40 99.957051 0.3150981924726201 0.351143 262.824061 -1254228.045561 33.149831 -67.347743 1848.638003 137.256421 -6.954 0.000 2.705788 3.182816 1.835 0.00344078 0.000
6430.81 1603.09 99.957069 0.3257377978217766 0.362855 263.123178 -1254720.019356 33.241020 -69.479126 1857.310203 137.529052 -6.957 0.000 2.699443 3.182217 1.865 0.00326261 0.000
6138.32 1602.79 99.957696 0.3270201355666416 0.364300 263.196752 -1255586.366262 33.264307 -70.070295 1858.848732 137.608317 -6.960 0.000 2.697448 3.181175 1.854 0.00331632 0.000
5845.85 1602.49 99.958340 0.3283350656412643 0.365777 263.271484 -1256451.811854 33.287875 -70.674864 1860.423755 137.689003 -6.962 0.000 2.695462 3.180123 1.842 0.00337672 0.000
5553.39 1602.19 99.959001 0.3296836158029531 0.367289 263.347413 -1257316.345699 33.311732 -71.293340 1862.036730 137.771165 -6.965 0.000 2.693485 3.179061 1.829 0.00344481 0.000
5260.95 1601.88 99.959678 0.3310588439629623 0.368827 263.423439 -1258181.687686 33.335848 -71.925679 1863.671904 137.854392 -6.968 0.000 2.691509 3.177992 1.817 0.0035219 0.000
4968.52 1601.58 99.960375 0.3324775189901558 0.370408 263.501863 -1259044.256554 33.360305 -72.573490 1865.364656 137.939663 -6.971 0.000 2.689549 3.176909 1.805 0.00360926 0.000
4676.12 1601.28 99.961090 0.3339328160971747 0.372026 263.581587 -1259905.735124 33.385075 -73.236771 1867.099531 138.026574 -6.974 0.000 2.687597 3.175815 1.792 0.00370881 0.000
4383.73 1600.98 99.961824 0.3354259565227836 0.373682 263.662660 -1260766.134456 33.410167 -73.916161 1868.878174 138.115191 -6.977 0.000 2.685655 3.174709 1.779 0.00382287 0.000
4091.36 1600.68 99.962578 0.3369580232199720 0.375376 263.745119 -1261625.381104 33.435592 -74.612266 1870.702013 138.205576 -6.980 0.000 2.683721 3.173592 1.766 0.00395439 0.000
3799.00 1600.38 99.963351 0.3385302557017794 0.377111 263.829010 -1262483.455038 33.461359 -75.325772 1872.572652 138.297798 -6.983 0.000 2.681796 3.172462 1.753 0.00410719 0.000
3506.67 1600.07 99.964144 0.3401351058494329 0.378878 263.913208 -1263342.082491 33.487438 -76.056737 1874.472116 138.391417 -6.986 0.000 2.679873 3.171324 1.739 0.00428647 0.000
3214.35 1599.77 99.964960 0.3417910898397440 0.380696 264.000084 -1264197.614390 33.513919 -76.807133 1876.440330 138.487505 -6.988 0.000 2.677965 3.170170 1.725 0.00449881 0.000
2922.05 1599.47 99.965797 0.3434909297341193 0.382558 264.088525 -1265051.793141 33.540774 -77.577142 1878.459795 138.585638 -6.991 0.000 2.676067 3.169002 1.712 0.00475393 0.000
2629.76 1599.17 99.966656 0.3452360244075776 0.384464 264.178583 -1265904.591239 33.568014 -78.367634 1880.532085 138.685898 -6.994 0.000 2.674177 3.167822 1.697 0.00506563 0.000
2337.50 1598.87 99.967539 0.3470276055259190 0.386416 264.270299 -1266755.897415 33.595651 -79.179448 1882.658463 138.788355 -6.997 0.000 2.672295 3.166628 1.683 0.00545458 0.000
2045.25 1598.56 99.968443 0.3488578727951149 0.388408 264.362544 -1267607.579670 33.623656 -80.012945 1884.818890 138.892563 -7.000 0.000 2.670415 3.165423 1.669 0.00595358 0.000
1753.02 1598.26 99.969372 0.3507467591562398 0.390457 264.457742 -1268455.814478 33.652125 -80.870422 1887.057323 138.999669 -7.003 0.000 2.668550 3.164200 1.654 0.00661667 0.000
1460.80 1597.96 99.970326 0.3526866365353838 0.392556 264.554766 -1269302.429331 33.681031 -81.752373 1889.353970 139.109238 -7.006 0.000 2.666694 3.162962 1.639 0.00754275 0.000
1168.61 1597.66 99.971306 0.3546788925401212 0.394707 264.653665 -1270147.305019 33.710386 -82.659926 1891.709738 139.221353 -7.009 0.000 2.664845 3.161710 1.624 0.00893039 0.000
